Ore Name,ItemStack,Item ID,Display Name,Wildcard
ingotEndSteel,1xitem.itemAlloy@8,EnderIO:itemAlloy,End Steel,false
ingotEnderium,1xitem.thermalfoundation.material@76,ThermalFoundation:material,Enderium Ingot,false
ingotEnderiumBase,1xitem.itemPowderIngot@6,EnderIO:itemPowderIngot,Enderium Base,false
ingotEnergeticAlloy,1xitem.itemAlloy@1,EnderIO:itemAlloy,Energetic Alloy,false
ingotEnergeticSilver,1xitem.itemAlloyEndergy@5,EnderIO:itemAlloyEndergy,Energetic Silver,false
ingotFiery,1xitem.fieryIngot@0,TwilightForest:item.fieryIngot,Fiery Ingot,false
ingotGold,1xitem.ingotGold@0,minecraft:gold_ingot,Gold Ingot,false
ingotGraphite,1xitem.ingot@2,BigReactors:BRIngot,Graphite Bar,false
ingotHOPGraphite,1xitem.ImmersiveEngineering.metal@20,ImmersiveEngineering:metal,HOP Graphite Ingot,false
ingotInfinity,1xitem.avaritia_resource@6,Avaritia:Resource,Infinity Ingot,false
ingotInvar,1xitem.thermalfoundation.material@72,ThermalFoundation:material,Invar Ingot,false
ingotIridium,1xitem.itemQuantumCore@10,AdvancedSolarPanel:asp_crafting_items,Iridium Ingot,false
ingotIron,1xitem.ingotIron@0,minecraft:iron_ingot,Iron Ingot,false
ingotIronwood,1xitem.ironwoodIngot@0,TwilightForest:item.ironwoodIngot,Ironwood Ingot,false
ingotKnightmetal,1xitem.knightMetal@0,TwilightForest:item.knightMetal,Knightmetal Ingot,false
ingotLead,1xic2.itemIngot@5,IC2:itemIngot,Lead Ingot,false
ingotLead,1xitem.thermalfoundation.material@67,ThermalFoundation:material,Lead Ingot,false
ingotLead,1xitem.railcraft.ingot@3,Railcraft:ingot,Lead Ingot,false
ingotLead,1xitem.ImmersiveEngineering.metal@2,ImmersiveEngineering:metal,Lead Ingot,false
ingotLudicrite,1xitem.ingot@8,BigReactors:BRIngot,Ludicrite Ingot,false
ingotLumium,1xitem.thermalfoundation.material@75,ThermalFoundation:material,Lumium Ingot,false
ingotManasteel,1xitem.manaResource@0,Botania:manaResource,Manasteel Ingot,false
ingotManyullyn,1xitem.tconstruct.Materials@5,TConstruct:materials,Manyullyn Ingot,false
ingotMeat,1xitem.mfr.meat.ingot.cooked@0,MineFactoryReloaded:meat.ingot.cooked,Cooked Meat Ingot,false
ingotMeatRaw,1xitem.mfr.meat.ingot.raw@0,MineFactoryReloaded:meat.ingot.raw,Raw Meat Ingot,false
ingotMelodicAlloy,1xitem.itemAlloyEndergy@2,EnderIO:itemAlloyEndergy,Melodic Alloy,false
ingotMithril,1xitem.thermalfoundation.material@70,ThermalFoundation:material,Mana Infused Ingot,false
ingotMithril,1xitem.npcMithrilIngot@0,customnpcs:npcMithrilIngot,Mithril Ingot,false
ingotNickel,1xitem.thermalfoundation.material@68,ThermalFoundation:material,Ferrous Ingot,false
ingotNickel,1xitem.ImmersiveEngineering.metal@4,ImmersiveEngineering:metal,Nickel Ingot,false
ingotObsidian,1xitem.tconstruct.Materials@18,TConstruct:materials,Obsidian Ingot,false
ingotPigIron,1xitem.tconstruct.Materials@34,TConstruct:materials,Pig Iron Ingot,false
ingotPlatinum,1xitem.thermalfoundation.material@69,ThermalFoundation:material,Shiny Ingot,false
ingotPlutonium,1xitem.ingot@3,BigReactors:BRIngot,Blutonium Ingot,false
ingotPulsatingIron,1xitem.itemAlloy@5,EnderIO:itemAlloy,Pulsating Iron,false
ingotRedAlloy,1xitem.projectred.core.part@10,ProjRed|Core:projectred.core.part,Red Alloy Ingot,false
ingotRedstoneAlloy,1xitem.itemAlloy@3,EnderIO:itemAlloy,Redstone Alloy,false
ingotShadow,1xitem.ItemMaterial@0,TaintedMagic:ItemMaterial,Shadowmetal Ingot,false
ingotSignalum,1xitem.thermalfoundation.material@74,ThermalFoundation:material,Signalum Ingot,false
ingotSilver,1xic2.itemIngot@6,IC2:itemIngot,Silver Ingot,false
ingotSilver,1xitem.thermalfoundation.material@66,ThermalFoundation:material,Silver Ingot,false
ingotSilver,1xitem.ImmersiveEngineering.metal@3,ImmersiveEngineering:metal,Silver Ingot,false
ingotSilver,1xitem.projectred.core.part@54,ProjRed|Core:projectred.core.part,Silver Ingot,false
ingotSoularium,1xitem.itemAlloy@7,EnderIO:itemAlloy,Soularium,false
ingotSteel,1xic2.itemIngot@3,IC2:itemIngot,Refined Iron Ingot,false
ingotSteel,1xitem.railcraft.ingot@0,Railcraft:ingot,Steel Ingot,false
ingotSteel,1xitem.ImmersiveEngineering.metal@7,ImmersiveEngineering:metal,Steel Ingot,false
ingotSteel,1xitem.tconstruct.Materials@16,TConstruct:materials,Steel Ingot,false
ingotSteel,1xitem.solarexpansion:steelIngot@0,SolarExpansion:steelIngot,Steel Ingot,false
ingotSteeleaf,1xitem.steeleafIngot@0,TwilightForest:item.steeleafIngot,Steeleaf,false
ingotStellarAlloy,1xitem.itemAlloyEndergy@3,EnderIO:itemAlloyEndergy,Stellar Alloy,false
ingotTerrasteel,1xitem.manaResource@4,Botania:manaResource,Terrasteel Ingot,false
ingotThaumium,1xitem.ItemResource@2,Thaumcraft:ItemResource,Thaumium Ingot,false
ingotTin,1xic2.itemIngot@1,IC2:itemIngot,Tin Ingot,false
ingotTin,1xitem.thermalfoundation.material@65,ThermalFoundation:material,Tin Ingot,false
ingotTin,1xitem.for.ingotTin@0,Forestry:ingotTin,Tin Ingot,false
ingotTin,1xitem.railcraft.ingot@2,Railcraft:ingot,Tin Ingot,false
ingotTin,1xitem.tconstruct.Materials@10,TConstruct:materials,Tin Ingot,false
ingotTin,1xitem.projectred.core.part@53,ProjRed|Core:projectred.core.part,Tin Ingot,false
ingotUnstable,1xitem.extrautils:unstableingot@0,ExtraUtilities:unstableingot,Unstable Ingot,false
ingotUnstable,1xitem.extrautils:unstableingot@2,ExtraUtilities:unstableingot,"Mobius ""Unstable/Stable"" Ingot",false
ingotUranium,1xitem.itemQuantumCore@11,AdvancedSolarPanel:asp_crafting_items,Uranium Ingot,false
ingotUranium,1xitem.ingot@0,BigReactors:BRIngot,Yellorium Ingot,false
ingotVibrantAlloy,1xitem.itemAlloy@2,EnderIO:itemAlloy,Vibrant Alloy,false
ingotVividAlloy,1xitem.itemAlloyEndergy@6,EnderIO:itemAlloyEndergy,Vivid Alloy,false
ingotVoid,1xitem.ItemResource@16,Thaumcraft:ItemResource,Void metal Ingot,false
ingotYellorium,1xitem.ingot@0,BigReactors:BRIngot,Yellorium Ingot,false
ironRod,1xitem.tconstruct.ToolRod@2,TConstruct:toolRod,Iron Tool Rod,false
itemAttractorCrystal,1xitem.itemMaterial@9,EnderIO:itemMaterial,Enticing Crystal,false
itemBasicGear,1xitem.itemMachinePart@1,EnderIO:itemMachinePart,Basic Gear,false
itemBeeswax,1xitem.for.beeswax@0,Forestry:beeswax,Beeswax,false
itemBelladonna,1xitem.witchery:ingredient@21,witchery:ingredient,Belladonna Flower,false
itemBinderComposite,1xitem.itemMaterial@2,EnderIO:itemMaterial,Binder Composite,false
itemBlazePowder,1xitem.blazePowder@0,minecraft:blaze_powder,Blaze Powder,false
itemBlazeRod,1xitem.blazeRod@0,minecraft:blaze_rod,Blaze Rod,false
itemCharcoal,1xitem.coal@1,minecraft:coal,Charcoal,false
itemCharcoalSugar,1xitem.mfr.sugarcharcoal@0,MineFactoryReloaded:sugarcharcoal,Sugar Charcoal,false
itemClay,1xitem.clay@0,minecraft:clay_ball,Clay,false
itemCoal,1xitem.coal@0,minecraft:coal,Coal,false
itemConduitBinder,1xitem.itemMaterial@1,EnderIO:itemMaterial,Conduit Binder,false
itemDarkGrindingBall,1xitem.itemMaterial@7,EnderIO:itemMaterial,Dark Steel Ball,false
itemDarkSteelRod,1xitem.itemMaterial@12,EnderIO:itemMaterial,Dark Steel Rod,false
itemEndSteelMachineChassi,1xitem.itemMachinePart@3,EnderIO:itemMachinePart,End Steel Chassis,false
itemEndSteelNugget,1xitem.itemMaterial@11,EnderIO:itemMaterial,End Steel Nugget,false
itemEnderCrystal,1xitem.itemMaterial@8,EnderIO:itemMaterial,Ender Crystal,false
itemEnderCrystalPowder,1xitem.itemMaterial@16,EnderIO:itemMaterial,Grains of the End,false
itemFlint,1xitem.flint@0,minecraft:flint,Flint,false
itemGhastTear,1xitem.ghastTear@0,minecraft:ghast_tear,Ghast Tear,false
itemIlluminatedPanel,1xitem.appliedenergistics2.ItemPart@180,appliedenergistics2:item.ItemMultiPart,Illuminated Panel,false
itemIlluminatedPanel,1xitem.appliedenergistics2.ItemPart@160,appliedenergistics2:item.ItemMultiPart,Bright Illuminated Panel,false
itemIlluminatedPanel,1xitem.appliedenergistics2.ItemPart@200,appliedenergistics2:item.ItemMultiPart,Dark Illuminated Panel,false
itemLeather,1xitem.leather@0,minecraft:leather,Leather,false
itemMachineChassi,1xitem.itemMachinePart@0,EnderIO:itemMachinePart,Machine Chassis,false
itemMandrake,1xitem.witchery:ingredient@22,witchery:ingredient,Mandrake Root,false
itemNetherStar,1xitem.netherStar@0,minecraft:nether_star,Nether Star,false
itemPhasedIronNugget,1xitem.itemMaterial@3,EnderIO:itemMaterial,Pulsating Iron Nugget,false
itemPlastic,1xitem.mfr.plastic.sheet@0,MineFactoryReloaded:plastic.sheet,Plastic Sheets,false
itemPlastic,1xitem.mfr.plastic.raw@0,MineFactoryReloaded:plastic.raw,Raw Plastic,false
itemPollen,1xitem.for.pollen@0,Forestry:pollen,Pollen Cluster,false
itemPrecientCrystal,1xitem.itemMaterial@13,EnderIO:itemMaterial,Precient Crystal,false
itemPrecientPowder,1xitem.itemMaterial@17,EnderIO:itemMaterial,Grains of Prescience,false
itemPulsatingCrystal,1xitem.itemMaterial@5,EnderIO:itemMaterial,Pulsating Crystal,false
itemPulsatingPowder,1xitem.itemMaterial@14,EnderIO:itemMaterial,Grains of Piezallity,false
itemRawRubber,1xitem.mfr.rubber.raw@0,MineFactoryReloaded:rubber.raw,Raw Rubber,false
itemRawRubber,1xitem.tconstruct.Materials@36,TConstruct:materials,Ball of Glue,false
itemRubber,1xic2.itemRubber@0,IC2:itemRubber,Rubber,false
itemRubber,1xitem.mfr.rubber.bar@0,MineFactoryReloaded:rubber.bar,Rubber Bar,false
itemSilicon,1xitem.itemMaterial@0,EnderIO:itemMaterial,Silicon,false
itemSkull,1xitem.skull@32767,minecraft:skull,(wildcard),true
itemSkull,1xtile.blockEndermanSkull@0,EnderIO:blockEndermanSkull,Enderman Head,false
itemSlag,1xitem.ImmersiveEngineering.material@13,ImmersiveEngineering:material,Slag,false
itemSnowbell,1xitem.witchery:ingredient@78,witchery:ingredient,Icy Needle,false
itemSoulMachineChassi,1xitem.itemMachinePart@2,EnderIO:itemMachinePart,Soul Machine Chassis,false
itemSuperconductor,1xitem.null@1,GraviSuite:itemSimpleItem,Super conductor,false
itemVibrantCrystal,1xitem.itemMaterial@6,EnderIO:itemMaterial,Vibrant Crystal,false
itemVibrantNugget,1xitem.itemMaterial@4,EnderIO:itemMaterial,Vibrant Alloy Nugget,false
itemVibrantPowder,1xitem.itemMaterial@15,EnderIO:itemMaterial,Grains of Vibrancy,false
itemWeatherCrystal,1xitem.itemMaterial@10,EnderIO:itemMaterial,Weather Crystal,false
itemWolfsBane,1xitem.witchery:ingredient@156,witchery:ingredient,Wolfsbane,false
lavastone,1xtile.chisel.lavastone@0,chisel:lavastone,Lavastone,false
leavesRubber,1xtile.mfr.rubberwood.leaves@0,MineFactoryReloaded:rubberwood.leaves,Rubber Leaves,false
lexicaBotania,1xitem.lexicon@0,Botania:lexicon,Lexica Botania,false
limestone,1xtile.chisel.limestone@0,chisel:limestone,Limestone,false
listAllberry,1xitem.food@0,BiomesOPlenty:food,Berry,false
listAllberry,1xitem.food@43,ExtraTrees:food,Blackberry,false
listAllberry,1xitem.food@45,ExtraTrees:food,Blueberry,false
listAllberry,1xitem.food@48,ExtraTrees:food,Gooseberry,false
listAllberry,1xitem.food@44,ExtraTrees:food,Raspberry,false
listAllfruit,1xitem.food@3,BiomesOPlenty:food,Peach,false
listAllfruit,1xitem.food@8,BiomesOPlenty:food,Persimmon,false
listAllfruit,1xitem.food@12,BiomesOPlenty:food,Pear,false
listAllherb,1xitem.witchery:garlic@0,witchery:garlic,Garlic,false
listAllmeatcooked,1xitem.mfr.meat.ingot.cooked@0,MineFactoryReloaded:meat.ingot.cooked,Cooked Meat Ingot,false
listAllmeatraw,1xitem.mfr.meat.ingot.raw@0,MineFactoryReloaded:meat.ingot.raw,Raw Meat Ingot,false
listAllmilk,1xitem.mfr.milkbottle@0,MineFactoryReloaded:milkbottle,Milk Bottle,false
listAllmilk,1xitem.mfr.bucket.milk@0,minecraft:milk_bucket,Milk Bucket,false
listAllrootveggie,1xitem.food@11,BiomesOPlenty:food,Turnip,false
listAllseed,1xitem.turnipSeeds@0,BiomesOPlenty:turnipSeeds,Turnip Seeds,false
listAllseed,1xitem.witchery:seedsartichoke@0,witchery:seedsartichoke,Water Artichoke Seeds,false
listAllseed,1xitem.witchery:seedswolfsbane@0,witchery:seedswolfsbane,Wolfsbane Seeds,false
listAllseed,1xitem.witchery:seedsmandrake@0,witchery:seedsmandrake,Mandrake Seeds,false
listAllseed,1xitem.witchery:seedssnowbell@0,witchery:seedssnowbell,Snowbell Seeds,false
listAllseed,1xitem.witchery:seedsbelladonna@0,witchery:seedsbelladonna,Belladonna Seeds,false
listAllveggie,1xitem.food@11,BiomesOPlenty:food,Turnip,false
listAllveggie,1xitem.witchery:ingredient@69,witchery:ingredient,Water Artichoke Globe,false
listAllwater,1xitem.bucketWater@0,minecraft:water_bucket,Water Bucket,false
listAllwater,1xitem.potion@0,minecraft:potion,Water Bottle,false
livingRoot,1xitem.manaResource@20,Botania:manaResource,Living Root,false
livingrock,1xtile.livingrock@0,Botania:livingrock,Livingrock,false
livingwood,1xtile.livingwood@0,Botania:livingwood,Livingwood,false
livingwoodTwig,1xitem.manaResource@3,Botania:manaResource,Livingwood Twig,false
logWood,1xtile.log@32767,minecraft:log,(wildcard),true
logWood,1xtile.log@32767,minecraft:log2,(wildcard),true
logWood,1xtile.blockMagicalLog@0,Thaumcraft:blockMagicalLog,Greatwood Log,false
logWood,1xtile.blockMagicalLog@1,Thaumcraft:blockMagicalLog,Silverwood Log,false
logWood,1xtile.logs1@32767,BiomesOPlenty:logs1,(wildcard),true
logWood,1xtile.logs2@32767,BiomesOPlenty:logs2,(wildcard),true
logWood,1xtile.logs3@32767,BiomesOPlenty:logs3,(wildcard),true
logWood,1xtile.logs4@32767,BiomesOPlenty:logs4,(wildcard),true
logWood,1xtile.for.logs@32767,Forestry:logs,(wildcard),true
logWood,1xtile.for.logsFireproof@32767,Forestry:logsFireproof,(wildcard),true
logWood,1xtile.log@0,ExtraTrees:log,Apple Wood,false
logWood,1xtile.log@1,ExtraTrees:log,Fig Wood,false
logWood,1xtile.log@2,ExtraTrees:log,Butternut Wood,false
logWood,1xtile.log@3,ExtraTrees:log,Cherry Wood,false
logWood,1xtile.log@4,ExtraTrees:log,Whitebeam Wood,false
logWood,1xtile.log@5,ExtraTrees:log,Rowan Wood,false
logWood,1xtile.log@6,ExtraTrees:log,Hemlock Wood,false
logWood,1xtile.log@7,ExtraTrees:log,Ash Wood,false
logWood,1xtile.log@8,ExtraTrees:log,Alder Wood,false
logWood,1xtile.log@9,ExtraTrees:log,Beech Wood,false
logWood,1xtile.log@10,ExtraTrees:log,Hawthorn Wood,false
logWood,1xtile.log@11,ExtraTrees:log,Banana Wood,false
logWood,1xtile.log@12,ExtraTrees:log,Yew Wood,false
logWood,1xtile.log@13,ExtraTrees:log,Cypress Wood,false
logWood,1xtile.log@14,ExtraTrees:log,Fir Wood,false
logWood,1xtile.log@15,ExtraTrees:log,Hazel Wood,false
logWood,1xtile.log@16,ExtraTrees:log,Hickory Wood,false
logWood,1xtile.log@17,ExtraTrees:log,Elm Wood,false
logWood,1xtile.log@18,ExtraTrees:log,Elder Wood,false
logWood,1xtile.log@19,ExtraTrees:log,Holly Wood,false
logWood,1xtile.log@20,ExtraTrees:log,Hornbeam Wood,false
logWood,1xtile.log@21,ExtraTrees:log,Cedar Wood,false
logWood,1xtile.log@22,ExtraTrees:log,Olive Wood,false
logWood,1xtile.log@23,ExtraTrees:log,Sweetgum Wood,false
logWood,1xtile.log@24,ExtraTrees:log,Locust Wood,false
logWood,1xtile.log@25,ExtraTrees:log,Pear Wood,false
logWood,1xtile.log@26,ExtraTrees:log,Maclura Wood,false
logWood,1xtile.log@27,ExtraTrees:log,Brazilwood Wood,false
logWood,1xtile.log@28,ExtraTrees:log,Logwood Wood,false
logWood,1xtile.log@29,ExtraTrees:log,Rosewood Wood,false
logWood,1xtile.log@30,ExtraTrees:log,Purpleheart Wood,false
logWood,1xtile.log@31,ExtraTrees:log,Iroko Wood,false
logWood,1xtile.log@32,ExtraTrees:log,Gingko Wood,false
logWood,1xtile.log@33,ExtraTrees:log,Eucalyptus Wood,false
logWood,1xtile.log@34,ExtraTrees:log,Eucalyptus Wood,false
logWood,1xtile.log@35,ExtraTrees:log,Box Wood,false
logWood,1xtile.log@36,ExtraTrees:log,Syzgium Wood,false
logWood,1xtile.log@37,ExtraTrees:log,Eucalyptus Wood,false
logWood,1xtile.log@38,ExtraTrees:log,Cinnamon Wood,false
logWood,1xtile.log@39,ExtraTrees:log,Pink Ivory Wood,false
logWood,1xtile.witchery:witchlog@32767,witchery:witchlog,(wildcard),true
logWood,1xtile.BlockWarpwoodLog@0,TaintedMagic:BlockWarpwoodLog,Warpwood,false
logWood,1xtile.TFLog@32767,TwilightForest:tile.TFLog,(wildcard),true
logWood,1xtile.TFMagicLog@32767,TwilightForest:tile.TFMagicLog,(wildcard),true
logWood,1xtile.blockMagicalLog@32767,Thaumcraft:blockMagicalLog,(wildcard),true
manaDiamond,1xitem.manaResource@2,Botania:manaResource,Mana Diamond,false
manaPearl,1xitem.manaResource@1,Botania:manaResource,Mana Pearl,false
manaString,1xitem.manaResource@16,Botania:manaResource,Mana Infused String,false
manyullynRod,1xitem.tconstruct.ToolRod@12,TConstruct:toolRod,Manyullyn Tool Rod,false
marble,1xtile.chisel.marble@0,chisel:marble,Marble,false
materialAspectShard,1xitem.ItemShard@32767,Thaumcraft:ItemShard,(wildcard),true
mb.magnet.level0,1xitem.magicbees:mysteriousMagnet@0,MagicBees:magnet,Mysterious Magnet,false
mb.magnet.level0,1xitem.magicbees:mysteriousMagnet@1,MagicBees:magnet,Mysterious Magnet,false
mb.magnet.level1,1xitem.magicbees:mysteriousMagnet@2,MagicBees:magnet,Mysterious Magnet,false
mb.magnet.level1,1xitem.magicbees:mysteriousMagnet@3,MagicBees:magnet,Mysterious Magnet,false
mb.magnet.level2,1xitem.magicbees:mysteriousMagnet@4,MagicBees:magnet,Mysterious Magnet,false
mb.magnet.level2,1xitem.magicbees:mysteriousMagnet@5,MagicBees:magnet,Mysterious Magnet,false
mb.magnet.level3,1xitem.magicbees:mysteriousMagnet@6,MagicBees:magnet,Mysterious Magnet,false
mb.magnet.level3,1xitem.magicbees:mysteriousMagnet@7,MagicBees:magnet,Mysterious Magnet,false
mb.magnet.level4,1xitem.magicbees:mysteriousMagnet@8,MagicBees:magnet,Mysterious Magnet,false
mb.magnet.level4,1xitem.magicbees:mysteriousMagnet@9,MagicBees:magnet,Mysterious Magnet,false
mb.magnet.level5,1xitem.magicbees:mysteriousMagnet@10,MagicBees:magnet,Mysterious Magnet,false
mb.magnet.level5,1xitem.magicbees:mysteriousMagnet@11,MagicBees:magnet,Mysterious Magnet,false
mb.magnet.level6,1xitem.magicbees:mysteriousMagnet@12,MagicBees:magnet,Mysterious Magnet,false
mb.magnet.level6,1xitem.magicbees:mysteriousMagnet@13,MagicBees:magnet,Mysterious Magnet,false
mb.magnet.level7,1xitem.magicbees:mysteriousMagnet@14,MagicBees:magnet,Mysterious Magnet,false
mb.magnet.level7,1xitem.magicbees:mysteriousMagnet@15,MagicBees:magnet,Mysterious Magnet,false
mb.magnet.level8,1xitem.magicbees:mysteriousMagnet@16,MagicBees:magnet,Mysterious Magnet,false
mb.magnet.level8,1xitem.magicbees:mysteriousMagnet@17,MagicBees:magnet,Mysterious Magnet,false
mycelium,1xtile.mycel@0,minecraft:mycelium,Mycelium,false
mysticFlowerBlack,1xtile.flower@15,Botania:flower,Mystical Black Flower,false
mysticFlowerBlackDouble,1xtile.doubleFlower2@7,Botania:doubleFlower2,Tall Mystical Black Flower,false
mysticFlowerBlue,1xtile.flower@11,Botania:flower,Mystical Blue Flower,false
mysticFlowerBlueDouble,1xtile.doubleFlower2@3,Botania:doubleFlower2,Tall Mystical Blue Flower,false
mysticFlowerBrown,1xtile.flower@12,Botania:flower,Mystical Brown Flower,false
mysticFlowerBrownDouble,1xtile.doubleFlower2@4,Botania:doubleFlower2,Tall Mystical Brown Flower,false
mysticFlowerCyan,1xtile.flower@9,Botania:flower,Mystical Cyan Flower,false
mysticFlowerCyanDouble,1xtile.doubleFlower2@1,Botania:doubleFlower2,Tall Mystical Cyan Flower,false
mysticFlowerGray,1xtile.flower@7,Botania:flower,Mystical Gray Flower,false
mysticFlowerGrayDouble,1xtile.doubleFlower1@7,Botania:doubleFlower1,Tall Mystical Gray Flower,false
mysticFlowerGreen,1xtile.flower@13,Botania:flower,Mystical Green Flower,false
mysticFlowerGreenDouble,1xtile.doubleFlower2@5,Botania:doubleFlower2,Tall Mystical Green Flower,false
mysticFlowerLightBlue,1xtile.flower@3,Botania:flower,Mystical Light Blue Flower,false
mysticFlowerLightBlueDouble,1xtile.doubleFlower1@3,Botania:doubleFlower1,Tall Mystical Light Blue Flower,false
mysticFlowerLightGray,1xtile.flower@8,Botania:flower,Mystical Light Gray Flower,false
mysticFlowerLightGrayDouble,1xtile.doubleFlower2@0,Botania:doubleFlower2,Tall Mystical Light Gray Flower,false
mysticFlowerLime,1xtile.flower@5,Botania:flower,Mystical Lime Flower,false
mysticFlowerLimeDouble,1xtile.doubleFlower1@5,Botania:doubleFlower1,Tall Mystical Lime Flower,false
mysticFlowerMagenta,1xtile.flower@2,Botania:flower,Mystical Magenta Flower,false
mysticFlowerMagentaDouble,1xtile.doubleFlower1@2,Botania:doubleFlower1,Tall Mystical Magenta Flower,false
mysticFlowerOrange,1xtile.flower@1,Botania:flower,Mystical Orange Flower,false
mysticFlowerOrangeDouble,1xtile.doubleFlower1@1,Botania:doubleFlower1,Tall Mystical Orange Flower,false
mysticFlowerPink,1xtile.flower@6,Botania:flower,Mystical Pink Flower,false
mysticFlowerPinkDouble,1xtile.doubleFlower1@6,Botania:doubleFlower1,Tall Mystical Pink Flower,false
mysticFlowerPurple,1xtile.flower@10,Botania:flower,Mystical Purple Flower,false
mysticFlowerPurpleDouble,1xtile.doubleFlower2@2,Botania:doubleFlower2,Tall Mystical Purple Flower,false
mysticFlowerRed,1xtile.flower@14,Botania:flower,Mystical Red Flower,false
mysticFlowerRedDouble,1xtile.doubleFlower2@6,Botania:doubleFlower2,Tall Mystical Red Flower,false
mysticFlowerWhite,1xtile.flower@0,Botania:flower,Mystical White Flower,false
mysticFlowerWhiteDouble,1xtile.doubleFlower1@0,Botania:doubleFlower1,Tall Mystical White Flower,false
mysticFlowerYellow,1xtile.flower@4,Botania:flower,Mystical Yellow Flower,false
mysticFlowerYellowDouble,1xtile.doubleFlower1@4,Botania:doubleFlower1,Tall Mystical Yellow Flower,false
neonite,1xtile.chisel.neonite@0,chisel:neonite,Neonite,false
netherrack,1xtile.hellrock@0,minecraft:netherrack,Netherrack,false
netherrackRod,1xitem.tconstruct.ToolRod@7,TConstruct:toolRod,Netherrack Tool Rod,false
nuggetAluminium,1xitem.oreberry@4,TConstruct:oreBerries,Aluminum Oreberry,false
nuggetAluminium,1xitem.tconstruct.Materials@22,TConstruct:materials,Aluminum Nugget,false
nuggetAluminiumBrass,1xitem.tconstruct.Materials@24,TConstruct:materials,Aluminum Brass Nugget,false
nuggetAluminum,1xitem.ImmersiveEngineering.metal@23,ImmersiveEngineering:metal,Aluminium Nugget,false
nuggetAluminum,1xitem.oreberry@4,TConstruct:oreBerries,Aluminum Oreberry,false
nuggetAluminum,1xitem.tconstruct.Materials@22,TConstruct:materials,Aluminum Nugget,false
nuggetAluminumBrass,1xitem.tconstruct.Materials@24,TConstruct:materials,Aluminum Brass Nugget,false
nuggetAlumite,1xitem.tconstruct.Materials@32,TConstruct:materials,Alumite Nugget,false
nuggetApatite,1xitem.beeNugget@7,MagicBees:beeNugget,Apatite Shard,false
nuggetArdite,1xitem.tconstruct.Materials@29,TConstruct:materials,Ardite Nugget,false
nuggetBronze,1xitem.thermalfoundation.material@105,ThermalFoundation:material,Bronze Nugget,false
nuggetBronze,1xitem.tconstruct.Materials@31,TConstruct:materials,Bronze Nugget,false
nuggetCobalt,1xitem.tconstruct.Materials@28,TConstruct:materials,Cobalt Nugget,false
nuggetConstantan,1xitem.ImmersiveEngineering.metal@27,ImmersiveEngineering:metal,Constantan Nugget,false
nuggetCopper,1xitem.ItemNugget@1,Thaumcraft:ItemNugget,Copper Nugget,false
nuggetCopper,1xitem.thermalfoundation.material@96,ThermalFoundation:material,Copper Nugget,false
nuggetCopper,1xitem.railcraft.nugget@2,Railcraft:nugget,Copper Nugget,false
nuggetCopper,1xitem.ImmersiveEngineering.metal@22,ImmersiveEngineering:metal,Copper Nugget,false
nuggetCopper,1xitem.oreberry@2,TConstruct:oreBerries,Copper Oreberry,false
nuggetCopper,1xitem.tconstruct.Materials@20,TConstruct:materials,Copper Nugget,false
nuggetCopper,1xitem.beeNugget@1,MagicBees:beeNugget,Copper Nugget,false
nuggetCupronickel,1xitem.ImmersiveEngineering.metal@27,ImmersiveEngineering:metal,Constantan Nugget,false
nuggetDiamond,1xitem.beeNugget@5,MagicBees:beeNugget,Diamond Shard,false
nuggetDraconium,1xitem.draconicevolution:nugget@0,DraconicEvolution:nugget,Draconium Nugget,false
nuggetDraconiumAwakened,1xitem.draconicevolution:nugget@1,DraconicEvolution:nugget,Awakened Draconium Nugget,false
nuggetElectrum,1xitem.thermalfoundation.material@103,ThermalFoundation:material,Electrum Nugget,false
nuggetElectrum,1xitem.ImmersiveEngineering.metal@28,ImmersiveEngineering:metal,Electrum Nugget,false
nuggetElectrumFlux,1xitem.redstonearsenal.material@64,RedstoneArsenal:material,Fluxed Electrum Nugget,false
nuggetElvenElementium,1xitem.manaResource@19,Botania:manaResource,Elementium Nugget,false
nuggetElvenElementium,1xitem.FMResource@4,ForbiddenMagic:FMResource,Elementium Nugget,false
nuggetEmerald,1xitem.FMResource@0,ForbiddenMagic:FMResource,Emerald Fragment,false
nuggetEmerald,1xitem.beeNugget@6,MagicBees:beeNugget,Emerald Shard,false
nuggetEndSteel,1xitem.itemMaterial@11,EnderIO:itemMaterial,End Steel Nugget,false
nuggetEnderium,1xitem.thermalfoundation.material@108,ThermalFoundation:material,Enderium Nugget,false
nuggetGold,1xitem.goldNugget@0,minecraft:gold_nugget,Gold Nugget,false
nuggetGold,1xitem.ItemResource@18,Thaumcraft:ItemResource,Gold Coin,false
nuggetGold,1xitem.oreberry@1,TConstruct:oreBerries,Gold Oreberry,false
nuggetInvar,1xitem.thermalfoundation.material@104,ThermalFoundation:material,Invar Nugget,false
nuggetIron,1xitem.ItemNugget@0,Thaumcraft:ItemNugget,Iron Nugget,false
nuggetIron,1xitem.thermalfoundation.material@8,ThermalFoundation:material,Iron Nugget,false
nuggetIron,1xitem.railcraft.nugget@0,Railcraft:nugget,Iron Nugget,false
nuggetIron,1xitem.ImmersiveEngineering.metal@21,ImmersiveEngineering:metal,Iron Nugget,false
nuggetIron,1xitem.oreberry@0,TConstruct:oreBerries,Iron Oreberry,false
