Category,Name,Key,Parents,ParentsHidden,Siblings,PermWarp,StickyWarp,Tag,ItemTrigger,EntityTrigger,AspectTrigger
TT_CATEGORY,Ichorium Tools,ICHOR_TOOLS,ICHORIUM,ROD_ICHORCLOTH;WARP;RESEARCH;ENCHANT;NODES;RESEARCHDUPE;ORE;ASPECTS;KNOWFRAG;RESEARCHER2;CRIMSON;NODEJAR;RESEARCHER1;NODETAPPER2;DECONSTRUCTOR;NODETAPPER1;THAUMONOMICON;PLANTS;NODEPRESERVE;PECH;NODESTABILIZER;WANDPEDFOC;VAMPBAT;ROD_bone;BASICTHAUMATURGY;FOCUSEXCAVATION;SCEPTRE;ROD_quartz_staff;FOCUSHELLBAT;VISCHARGERELAY;ROD_ice;NODESTABILIZERADV;ROD_reed;ROD_greatwood_staff;ROD_silverwood_staff;FOCUSFROST;VISAMULET;FOCALMANIPULATION;FOCUSFIRE;CAP_gold;ROD_silverwood;VISPOWER;FOCUSPOUCH;CAP_copper;ROD_reed_staff;FOCUSSHOCK;CAP_silver;ROD_quartz;FOCUSWARDING;ROD_obsidian;FOCUSPORTABLEHOLE;CAP_thaumium;ROD_greatwood;ROD_blaze;ROD_bone_staff;ROD_obsidian_staff;FOCUSTRADE;ROD_ice_staff;WANDPED;ROD_blaze_staff;ALUMENTUM;BATHSALTS;CRUCIBLE;ENTROPICPROCESSING;TRANSIRON;THAUMATORIUM;ALCHEMICALMANUFACTURE;LIQUIDDEATH;TUBES;TRANSTIN;SANESOAP;ETHEREALBLOOM;TALLOW;PURESILVER;PURETIN;TRANSCOPPER;ESSENTIACRYSTAL;ARCANESPA;CENTRIFUGE;TRANSSILVER;PUREIRON;ALCHEMICALDUPLICATION;JARVOID;NITOR;BOTTLETAINT;PUREGOLD;DISTILESSENTIA;PHIAL;TUBEFILTER;PURELEAD;THAUMIUM;TRANSLEAD;TRANSGOLD;PURECOPPER;JARLABEL;RUNICEMERGENCY;GOGGLES;ENCHFABRIC;ELEMENTALPICK;ELEMENTALAXE;TABLE;INFERNALFURNACE;BANNERS;ELEMENTALSHOVEL;LEVITATOR;HOVERGIRDLE;WARDEDARCANA;BASICARTIFACE;FLUXSCRUB;THAUMOMETER;BOOTSTRAVELLER;RESTABLE;MIRRORESSENTIA;PRIMALARROW;ARCANEEAR;GRATE;RUNICCHARGED;RUNICHEALING;HOVERHARNESS;MIRROR;LAMPGROWTH;MASKGRINNINGDEVIL;ELEMENTALHOE;MIRRORHAND;ARCTABLE;INFUSION;RUNICKINETIC;PAVEWARD;MASKANGRYGHOST;MASKSIPPINGFIEND;ARCANELAMP;ARMORFORTRESS;BELLOWS;HELMGOGGLES;RUNICARMOR;RUNICAUGMENTATION;LAMPFERTILITY;BONEBOW;ARCANESTONE;SINSTONE;ELEMENTALSWORD;PAVETRAVEL;JARBRAIN;ARCANEBORE;INFUSIONENCHANTMENT;GOLEMCLAY;UPGRADEWATER;HUNGRYCHEST;GOLEMTALLOW;GOLEMWOOD;GOLEMFLESH;UPGRADEEARTH;TINYDART;UPGRADEFIRE;UPGRADEENTROPY;COREUSE;TINYHAMMER;TRAVELTRUNK;TINYBOWTIE;GOLEMBELL;CORESORTING;GOLEMTHAUMIUM;TINYHAT;TINYFEZ;CORELUMBER;TINYGLASSES;TINYVISOR;UPGRADEAIR;COREFISHING;COREGATHER;COREHARVEST;COREBUTCHER;COREGUARD;ADVANCEDGOLEM;TINYARMOR;COREFILL;GOLEMFETTER;GOLEMSTRAW;COREALCHEMY;GOLEMSTONE;GOLEMIRON;CORELIQUID;COREEMPTY;UPGRADEORDER;TTENCH_VALIANCE;TTENCH_SHOCKWAVE;FOCUS_DEFLECT;GASEOUS_SHADOW;TTENCH_FOCUSED;FOCUS_FLIGHT;FOCUS_HEAL;FOCUS_TELEKINESIS;TTENCH_VAMPIRISM;CLEANSING_TALISMAN;SPELL_CLOTH;XP_TALISMAN;TTENCH_QUICK_DRAW;TTENCH_POUNCE;TTENCH_DESINTEGRATE;DARK_QUARTZ;SHARE_TOME;TTENCH_ASCENT_BOOST;TTENCH_DISPERSED;TTENCH_SLOW_FALL;TTENCH_SHATTER;FOCUS_DISLOCATION;TTENCH_TUNNEL;GASEOUS_LIGHT;BLOOD_SWORD;TTENCH_FINAL;REVEALING_HELM;PERIPHERALS;INFUSED_POTIONS;GAS_REMOVER;TTENCH_AUTO_SMELT;FOCUS_SMELT;FOCUS_ENDER_CHEST,,1,1,2xInstrumentum;1xTelum;1xMetallum;1xFabrico,,,
TT_CATEGORY,Wand Focus: Distortion,FOCUS_DEFLECT,FOCUS_SMELT,INFUSION,,0,0,2xMotus;1xAer;1xOrdo;1xMortuus,,,
TT_CATEGORY,Gaseous Tenebrae,GASEOUS_SHADOW,GASEOUS_LIGHT,,,0,0,2xTenebrae;1xAer;4xMotus,,,
TT_CATEGORY,Enchantment: Focused Strikes,TTENCH_FOCUSED,TTENCH_VAMPIRISM,,,0,0,1xOrdo;1xTelum;2xPraecantatio,,,
TT_CATEGORY,Ethereal Platform,PLATFORM,CLEANSING_TALISMAN,,,0,0,2xSensus;1xArbor;1xMotus,,,
TT_CATEGORY,Thaumic Restorer,REPAIRER,FUNNEL,INFUSION;THAUMIUM;ENCHFABRIC,,0,0,2xInstrumentum;1xFabrico;1xOrdo;1xPraecantatio,,,
TT_CATEGORY,Transvector Interface,INTERFACE,DARK_QUARTZ,,,0,0,4xPerditio;4xOrdo,,,
TT_CATEGORY,Golem Connector,GOLEM_CONNECTOR,PERIPHERALS,GOLEMBELL,,0,0,1xOrdo;2xIter;1xInstrumentum,,,
TT_CATEGORY,Mob Summoning,SUMMON,BLOOD_SWORD,INFUSION,,2,1,1xTelum;3xBestia;3xPraecantatio,,,
TT_CATEGORY,Awakened Ichorium Axe,ICHOR_AXE_GEM,ICHOR_TOOLS,WARP;RESEARCH;ENCHANT;NODES;RESEARCHDUPE;ORE;ASPECTS;KNOWFRAG;RESEARCHER2;CRIMSON;NODEJAR;RESEARCHER1;NODETAPPER2;DECONSTRUCTOR;NODETAPPER1;THAUMONOMICON;PLANTS;NODEPRESERVE;PECH;NODESTABILIZER;WANDPEDFOC;VAMPBAT;ROD_bone;BASICTHAUMATURGY;FOCUSEXCAVATION;SCEPTRE;ROD_quartz_staff;FOCUSHELLBAT;VISCHARGERELAY;ROD_ice;NODESTABILIZERADV;ROD_reed;ROD_greatwood_staff;ROD_silverwood_staff;FOCUSFROST;VISAMULET;FOCALMANIPULATION;FOCUSFIRE;CAP_gold;ROD_silverwood;VISPOWER;FOCUSPOUCH;CAP_copper;ROD_reed_staff;FOCUSSHOCK;CAP_silver;ROD_quartz;FOCUSWARDING;ROD_obsidian;FOCUSPORTABLEHOLE;CAP_thaumium;ROD_greatwood;ROD_blaze;ROD_bone_staff;ROD_obsidian_staff;FOCUSTRADE;ROD_ice_staff;WANDPED;ROD_blaze_staff;ALUMENTUM;BATHSALTS;CRUCIBLE;ENTROPICPROCESSING;TRANSIRON;THAUMATORIUM;ALCHEMICALMANUFACTURE;LIQUIDDEATH;TUBES;TRANSTIN;SANESOAP;ETHEREALBLOOM;TALLOW;PURESILVER;PURETIN;TRANSCOPPER;ESSENTIACRYSTAL;ARCANESPA;CENTRIFUGE;TRANSSILVER;PUREIRON;ALCHEMICALDUPLICATION;JARVOID;NITOR;BOTTLETAINT;PUREGOLD;DISTILESSENTIA;PHIAL;TUBEFILTER;PURELEAD;THAUMIUM;TRANSLEAD;TRANSGOLD;PURECOPPER;JARLABEL;RUNICEMERGENCY;GOGGLES;ENCHFABRIC;ELEMENTALPICK;ELEMENTALAXE;TABLE;INFERNALFURNACE;BANNERS;ELEMENTALSHOVEL;LEVITATOR;HOVERGIRDLE;WARDEDARCANA;BASICARTIFACE;FLUXSCRUB;THAUMOMETER;BOOTSTRAVELLER;RESTABLE;MIRRORESSENTIA;PRIMALARROW;ARCANEEAR;GRATE;RUNICCHARGED;RUNICHEALING;HOVERHARNESS;MIRROR;LAMPGROWTH;MASKGRINNINGDEVIL;ELEMENTALHOE;MIRRORHAND;ARCTABLE;INFUSION;RUNICKINETIC;PAVEWARD;MASKANGRYGHOST;MASKSIPPINGFIEND;ARCANELAMP;ARMORFORTRESS;BELLOWS;HELMGOGGLES;RUNICARMOR;RUNICAUGMENTATION;LAMPFERTILITY;BONEBOW;ARCANESTONE;SINSTONE;ELEMENTALSWORD;PAVETRAVEL;JARBRAIN;ARCANEBORE;INFUSIONENCHANTMENT;GOLEMCLAY;UPGRADEWATER;HUNGRYCHEST;GOLEMTALLOW;GOLEMWOOD;GOLEMFLESH;UPGRADEEARTH;TINYDART;UPGRADEFIRE;UPGRADEENTROPY;COREUSE;TINYHAMMER;TRAVELTRUNK;TINYBOWTIE;GOLEMBELL;CORESORTING;GOLEMTHAUMIUM;TINYHAT;TINYFEZ;CORELUMBER;TINYGLASSES;TINYVISOR;UPGRADEAIR;COREFISHING;COREGATHER;COREHARVEST;COREBUTCHER;COREGUARD;ADVANCEDGOLEM;TINYARMOR;COREFILL;GOLEMFETTER;GOLEMSTRAW;COREALCHEMY;GOLEMSTONE;GOLEMIRON;CORELIQUID;COREEMPTY;UPGRADEORDER;FOCUS_TELEKINESIS;TTENCH_VAMPIRISM;TTENCH_VALIANCE;TTENCH_SHOCKWAVE;TTENCH_FINAL;TTENCH_ASCENT_BOOST;TTENCH_DISPERSED;TTENCH_SLOW_FALL;TTENCH_FOCUSED;TTENCH_SHATTER;PERIPHERALS;TTENCH_QUICK_DRAW;TTENCH_POUNCE;TTENCH_DESINTEGRATE;TTENCH_AUTO_SMELT;TTENCH_TUNNEL,,0,0,2xAqua;1xInstrumentum;1xArbor;1xMessis,,,
TT_CATEGORY,Wand Focus: Celestial Recall,FOCUS_RECALL,WARP_GATE,ROD_ICHORCLOTH;WARP;RESEARCH;ENCHANT;NODES;RESEARCHDUPE;ORE;ASPECTS;KNOWFRAG;RESEARCHER2;CRIMSON;NODEJAR;RESEARCHER1;NODETAPPER2;DECONSTRUCTOR;NODETAPPER1;THAUMONOMICON;PLANTS;NODEPRESERVE;PECH;NODESTABILIZER;WANDPEDFOC;VAMPBAT;ROD_bone;BASICTHAUMATURGY;FOCUSEXCAVATION;SCEPTRE;ROD_quartz_staff;FOCUSHELLBAT;VISCHARGERELAY;ROD_ice;NODESTABILIZERADV;ROD_reed;ROD_greatwood_staff;ROD_silverwood_staff;FOCUSFROST;VISAMULET;FOCALMANIPULATION;FOCUSFIRE;CAP_gold;ROD_silverwood;VISPOWER;FOCUSPOUCH;CAP_copper;ROD_reed_staff;FOCUSSHOCK;CAP_silver;ROD_quartz;FOCUSWARDING;ROD_obsidian;FOCUSPORTABLEHOLE;CAP_thaumium;ROD_greatwood;ROD_blaze;ROD_bone_staff;ROD_obsidian_staff;FOCUSTRADE;ROD_ice_staff;WANDPED;ROD_blaze_staff;ALUMENTUM;BATHSALTS;CRUCIBLE;ENTROPICPROCESSING;TRANSIRON;THAUMATORIUM;ALCHEMICALMANUFACTURE;LIQUIDDEATH;TUBES;TRANSTIN;SANESOAP;ETHEREALBLOOM;TALLOW;PURESILVER;PURETIN;TRANSCOPPER;ESSENTIACRYSTAL;ARCANESPA;CENTRIFUGE;TRANSSILVER;PUREIRON;ALCHEMICALDUPLICATION;JARVOID;NITOR;BOTTLETAINT;PUREGOLD;DISTILESSENTIA;PHIAL;TUBEFILTER;PURELEAD;THAUMIUM;TRANSLEAD;TRANSGOLD;PURECOPPER;JARLABEL;RUNICEMERGENCY;GOGGLES;ENCHFABRIC;ELEMENTALPICK;ELEMENTALAXE;TABLE;INFERNALFURNACE;BANNERS;ELEMENTALSHOVEL;LEVITATOR;HOVERGIRDLE;WARDEDARCANA;BASICARTIFACE;FLUXSCRUB;THAUMOMETER;BOOTSTRAVELLER;RESTABLE;MIRRORESSENTIA;PRIMALARROW;ARCANEEAR;GRATE;RUNICCHARGED;RUNICHEALING;HOVERHARNESS;MIRROR;LAMPGROWTH;MASKGRINNINGDEVIL;ELEMENTALHOE;MIRRORHAND;ARCTABLE;INFUSION;RUNICKINETIC;PAVEWARD;MASKANGRYGHOST;MASKSIPPINGFIEND;ARCANELAMP;ARMORFORTRESS;BELLOWS;HELMGOGGLES;RUNICARMOR;RUNICAUGMENTATION;LAMPFERTILITY;BONEBOW;ARCANESTONE;SINSTONE;ELEMENTALSWORD;PAVETRAVEL;JARBRAIN;ARCANEBORE;INFUSIONENCHANTMENT;GOLEMCLAY;UPGRADEWATER;HUNGRYCHEST;GOLEMTALLOW;GOLEMWOOD;GOLEMFLESH;UPGRADEEARTH;TINYDART;UPGRADEFIRE;UPGRADEENTROPY;COREUSE;TINYHAMMER;TRAVELTRUNK;TINYBOWTIE;GOLEMBELL;CORESORTING;GOLEMTHAUMIUM;TINYHAT;TINYFEZ;CORELUMBER;TINYGLASSES;TINYVISOR;UPGRADEAIR;COREFISHING;COREGATHER;COREHARVEST;COREBUTCHER;COREGUARD;ADVANCEDGOLEM;TINYARMOR;COREFILL;GOLEMFETTER;GOLEMSTRAW;COREALCHEMY;GOLEMSTONE;GOLEMIRON;CORELIQUID;COREEMPTY;UPGRADEORDER;FOCUS_TELEKINESIS;TTENCH_VAMPIRISM;TTENCH_VALIANCE;TTENCH_SHOCKWAVE;TTENCH_FINAL;SHARE_TOME;TTENCH_ASCENT_BOOST;TTENCH_DISPERSED;FOCUS_DEFLECT;TTENCH_SLOW_FALL;TTENCH_FOCUSED;TTENCH_SHATTER;PERIPHERALS;TTENCH_QUICK_DRAW;TTENCH_POUNCE;TTENCH_DESINTEGRATE;DARK_QUARTZ;TTENCH_AUTO_SMELT;TTENCH_TUNNEL,,0,0,2xIter;1xAlienis;1xVolatus;1xPraecantatio,,,
TT_CATEGORY,Wand Focus: Uprising,FOCUS_FLIGHT,FOCUS_SMELT,INFUSION,,0,0,1xMotus;1xPraecantatio;2xAer,,,
TT_CATEGORY,Awakened Ichorium Pickaxe,ICHOR_PICK_GEM,ICHOR_TOOLS,WARP;RESEARCH;ENCHANT;NODES;RESEARCHDUPE;ORE;ASPECTS;KNOWFRAG;RESEARCHER2;CRIMSON;NODEJAR;RESEARCHER1;NODETAPPER2;DECONSTRUCTOR;NODETAPPER1;THAUMONOMICON;PLANTS;NODEPRESERVE;PECH;NODESTABILIZER;WANDPEDFOC;VAMPBAT;ROD_bone;BASICTHAUMATURGY;FOCUSEXCAVATION;SCEPTRE;ROD_quartz_staff;FOCUSHELLBAT;VISCHARGERELAY;ROD_ice;NODESTABILIZERADV;ROD_reed;ROD_greatwood_staff;ROD_silverwood_staff;FOCUSFROST;VISAMULET;FOCALMANIPULATION;FOCUSFIRE;CAP_gold;ROD_silverwood;VISPOWER;FOCUSPOUCH;CAP_copper;ROD_reed_staff;FOCUSSHOCK;CAP_silver;ROD_quartz;FOCUSWARDING;ROD_obsidian;FOCUSPORTABLEHOLE;CAP_thaumium;ROD_greatwood;ROD_blaze;ROD_bone_staff;ROD_obsidian_staff;FOCUSTRADE;ROD_ice_staff;WANDPED;ROD_blaze_staff;ALUMENTUM;BATHSALTS;CRUCIBLE;ENTROPICPROCESSING;TRANSIRON;THAUMATORIUM;ALCHEMICALMANUFACTURE;LIQUIDDEATH;TUBES;TRANSTIN;SANESOAP;ETHEREALBLOOM;TALLOW;PURESILVER;PURETIN;TRANSCOPPER;ESSENTIACRYSTAL;ARCANESPA;CENTRIFUGE;TRANSSILVER;PUREIRON;ALCHEMICALDUPLICATION;JARVOID;NITOR;BOTTLETAINT;PUREGOLD;DISTILESSENTIA;PHIAL;TUBEFILTER;PURELEAD;THAUMIUM;TRANSLEAD;TRANSGOLD;PURECOPPER;JARLABEL;RUNICEMERGENCY;GOGGLES;ENCHFABRIC;ELEMENTALPICK;ELEMENTALAXE;TABLE;INFERNALFURNACE;BANNERS;ELEMENTALSHOVEL;LEVITATOR;HOVERGIRDLE;WARDEDARCANA;BASICARTIFACE;FLUXSCRUB;THAUMOMETER;BOOTSTRAVELLER;RESTABLE;MIRRORESSENTIA;PRIMALARROW;ARCANEEAR;GRATE;RUNICCHARGED;RUNICHEALING;HOVERHARNESS;MIRROR;LAMPGROWTH;MASKGRINNINGDEVIL;ELEMENTALHOE;MIRRORHAND;ARCTABLE;INFUSION;RUNICKINETIC;PAVEWARD;MASKANGRYGHOST;MASKSIPPINGFIEND;ARCANELAMP;ARMORFORTRESS;BELLOWS;HELMGOGGLES;RUNICARMOR;RUNICAUGMENTATION;LAMPFERTILITY;BONEBOW;ARCANESTONE;SINSTONE;ELEMENTALSWORD;PAVETRAVEL;JARBRAIN;ARCANEBORE;INFUSIONENCHANTMENT;GOLEMCLAY;UPGRADEWATER;HUNGRYCHEST;GOLEMTALLOW;GOLEMWOOD;GOLEMFLESH;UPGRADEEARTH;TINYDART;UPGRADEFIRE;UPGRADEENTROPY;COREUSE;TINYHAMMER;TRAVELTRUNK;TINYBOWTIE;GOLEMBELL;CORESORTING;GOLEMTHAUMIUM;TINYHAT;TINYFEZ;CORELUMBER;TINYGLASSES;TINYVISOR;UPGRADEAIR;COREFISHING;COREGATHER;COREHARVEST;COREBUTCHER;COREGUARD;ADVANCEDGOLEM;TINYARMOR;COREFILL;GOLEMFETTER;GOLEMSTRAW;COREALCHEMY;GOLEMSTONE;GOLEMIRON;CORELIQUID;COREEMPTY;UPGRADEORDER;TTENCH_VALIANCE;TTENCH_SHOCKWAVE;SHARE_TOME;TTENCH_ASCENT_BOOST;TTENCH_DISPERSED;FOCUS_DEFLECT;GASEOUS_SHADOW;TTENCH_SLOW_FALL;TTENCH_FOCUSED;TTENCH_SHATTER;FOCUS_FLIGHT;TTENCH_TUNNEL;FOCUS_HEAL;FOCUS_TELEKINESIS;GASEOUS_LIGHT;TTENCH_VAMPIRISM;TTENCH_FINAL;SPELL_CLOTH;PERIPHERALS;XP_TALISMAN;TTENCH_QUICK_DRAW;TTENCH_POUNCE;TTENCH_DESINTEGRATE;INFUSED_POTIONS;DARK_QUARTZ;GAS_REMOVER;TTENCH_AUTO_SMELT,,0,0,2xIgnis;1xInstrumentum;1xPerfodio;1xTerra,,,
TT_CATEGORY,Wand Focus: Mending,FOCUS_HEAL,FOCUS_DEFLECT,INFUSION,,0,0,2xSano;1xSpiritus;1xPraecantatio,,,
TT_CATEGORY,Black Hole Ring,BLOCK_TALISMAN,ICHOR_PICK_GEM;ICHOR_SHOVEL_GEM,WARP;RESEARCH;ENCHANT;NODES;RESEARCHDUPE;ORE;ASPECTS;KNOWFRAG;RESEARCHER2;CRIMSON;NODEJAR;RESEARCHER1;NODETAPPER2;DECONSTRUCTOR;NODETAPPER1;THAUMONOMICON;PLANTS;NODEPRESERVE;PECH;NODESTABILIZER;WANDPEDFOC;VAMPBAT;ROD_bone;BASICTHAUMATURGY;FOCUSEXCAVATION;SCEPTRE;ROD_quartz_staff;FOCUSHELLBAT;VISCHARGERELAY;ROD_ice;NODESTABILIZERADV;ROD_reed;ROD_greatwood_staff;ROD_silverwood_staff;FOCUSFROST;VISAMULET;FOCALMANIPULATION;FOCUSFIRE;CAP_gold;ROD_silverwood;VISPOWER;FOCUSPOUCH;CAP_copper;ROD_reed_staff;FOCUSSHOCK;CAP_silver;ROD_quartz;FOCUSWARDING;ROD_obsidian;FOCUSPORTABLEHOLE;CAP_thaumium;ROD_greatwood;ROD_blaze;ROD_bone_staff;ROD_obsidian_staff;FOCUSTRADE;ROD_ice_staff;WANDPED;ROD_blaze_staff;ALUMENTUM;BATHSALTS;CRUCIBLE;ENTROPICPROCESSING;TRANSIRON;THAUMATORIUM;ALCHEMICALMANUFACTURE;LIQUIDDEATH;TUBES;TRANSTIN;SANESOAP;ETHEREALBLOOM;TALLOW;PURESILVER;PURETIN;TRANSCOPPER;ESSENTIACRYSTAL;ARCANESPA;CENTRIFUGE;TRANSSILVER;PUREIRON;ALCHEMICALDUPLICATION;JARVOID;NITOR;BOTTLETAINT;PUREGOLD;DISTILESSENTIA;PHIAL;TUBEFILTER;PURELEAD;THAUMIUM;TRANSLEAD;TRANSGOLD;PURECOPPER;JARLABEL;RUNICEMERGENCY;GOGGLES;ENCHFABRIC;ELEMENTALPICK;ELEMENTALAXE;TABLE;INFERNALFURNACE;BANNERS;ELEMENTALSHOVEL;LEVITATOR;HOVERGIRDLE;WARDEDARCANA;BASICARTIFACE;FLUXSCRUB;THAUMOMETER;BOOTSTRAVELLER;RESTABLE;MIRRORESSENTIA;PRIMALARROW;ARCANEEAR;GRATE;RUNICCHARGED;RUNICHEALING;HOVERHARNESS;MIRROR;LAMPGROWTH;MASKGRINNINGDEVIL;ELEMENTALHOE;MIRRORHAND;ARCTABLE;INFUSION;RUNICKINETIC;PAVEWARD;MASKANGRYGHOST;MASKSIPPINGFIEND;ARCANELAMP;ARMORFORTRESS;BELLOWS;HELMGOGGLES;RUNICARMOR;RUNICAUGMENTATION;LAMPFERTILITY;BONEBOW;ARCANESTONE;SINSTONE;ELEMENTALSWORD;PAVETRAVEL;JARBRAIN;ARCANEBORE;INFUSIONENCHANTMENT;GOLEMCLAY;UPGRADEWATER;HUNGRYCHEST;GOLEMTALLOW;GOLEMWOOD;GOLEMFLESH;UPGRADEEARTH;TINYDART;UPGRADEFIRE;UPGRADEENTROPY;COREUSE;TINYHAMMER;TRAVELTRUNK;TINYBOWTIE;GOLEMBELL;CORESORTING;GOLEMTHAUMIUM;TINYHAT;TINYFEZ;CORELUMBER;TINYGLASSES;TINYVISOR;UPGRADEAIR;COREFISHING;COREGATHER;COREHARVEST;COREBUTCHER;COREGUARD;ADVANCEDGOLEM;TINYARMOR;COREFILL;GOLEMFETTER;GOLEMSTRAW;COREALCHEMY;GOLEMSTONE;GOLEMIRON;CORELIQUID;COREEMPTY;UPGRADEORDER;FOCUS_TELEKINESIS;TTENCH_VAMPIRISM;TTENCH_VALIANCE;TTENCH_SHOCKWAVE;TTENCH_FINAL;SHARE_TOME;TTENCH_ASCENT_BOOST;TTENCH_DISPERSED;FOCUS_DEFLECT;TTENCH_SLOW_FALL;TTENCH_FOCUSED;TTENCH_SHATTER;PERIPHERALS;TTENCH_QUICK_DRAW;TTENCH_POUNCE;TTENCH_DESINTEGRATE;DARK_QUARTZ;TTENCH_AUTO_SMELT;TTENCH_TUNNEL,,0,0,2xVacuos;1xTenebrae;1xAlienis;1xPraecantatio,,,
TT_CATEGORY,Kinetic Attraction,MAGNETS,INTERFACE,FOCUS_TELEKINESIS,,0,0,2xMachina;1xMotus;1xSensus,,,
TT_CATEGORY,Wand Focus: Telekinesis,FOCUS_TELEKINESIS,FOCUS_FLIGHT,INFUSION,,0,0,2xAlienis;1xPraecantatio;1xMotus,,,
TT_CATEGORY,Enchantment: Vampirism,TTENCH_VAMPIRISM,ENCHANTER,,,0,0,1xFames;1xTelum;2xPraecantatio,,,
TT_CATEGORY,Boots of the Horizontal Shield,ICHORCLOTH_BOOTS_GEM,ICHORCLOTH_ARMOR,WARP;RESEARCH;ENCHANT;NODES;RESEARCHDUPE;ORE;ASPECTS;KNOWFRAG;RESEARCHER2;CRIMSON;NODEJAR;RESEARCHER1;NODETAPPER2;DECONSTRUCTOR;NODETAPPER1;THAUMONOMICON;PLANTS;NODEPRESERVE;PECH;NODESTABILIZER;WANDPEDFOC;VAMPBAT;ROD_bone;BASICTHAUMATURGY;FOCUSEXCAVATION;SCEPTRE;ROD_quartz_staff;FOCUSHELLBAT;VISCHARGERELAY;ROD_ice;NODESTABILIZERADV;ROD_reed;ROD_greatwood_staff;ROD_silverwood_staff;FOCUSFROST;VISAMULET;FOCALMANIPULATION;FOCUSFIRE;CAP_gold;ROD_silverwood;VISPOWER;FOCUSPOUCH;CAP_copper;ROD_reed_staff;FOCUSSHOCK;CAP_silver;ROD_quartz;FOCUSWARDING;ROD_obsidian;FOCUSPORTABLEHOLE;CAP_thaumium;ROD_greatwood;ROD_blaze;ROD_bone_staff;ROD_obsidian_staff;FOCUSTRADE;ROD_ice_staff;WANDPED;ROD_blaze_staff;ALUMENTUM;BATHSALTS;CRUCIBLE;ENTROPICPROCESSING;TRANSIRON;THAUMATORIUM;ALCHEMICALMANUFACTURE;LIQUIDDEATH;TUBES;TRANSTIN;SANESOAP;ETHEREALBLOOM;TALLOW;PURESILVER;PURETIN;TRANSCOPPER;ESSENTIACRYSTAL;ARCANESPA;CENTRIFUGE;TRANSSILVER;PUREIRON;ALCHEMICALDUPLICATION;JARVOID;NITOR;BOTTLETAINT;PUREGOLD;DISTILESSENTIA;PHIAL;TUBEFILTER;PURELEAD;THAUMIUM;TRANSLEAD;TRANSGOLD;PURECOPPER;JARLABEL;RUNICEMERGENCY;GOGGLES;ENCHFABRIC;ELEMENTALPICK;ELEMENTALAXE;TABLE;INFERNALFURNACE;BANNERS;ELEMENTALSHOVEL;LEVITATOR;HOVERGIRDLE;WARDEDARCANA;BASICARTIFACE;FLUXSCRUB;THAUMOMETER;BOOTSTRAVELLER;RESTABLE;MIRRORESSENTIA;PRIMALARROW;ARCANEEAR;GRATE;RUNICCHARGED;RUNICHEALING;HOVERHARNESS;MIRROR;LAMPGROWTH;MASKGRINNINGDEVIL;ELEMENTALHOE;MIRRORHAND;ARCTABLE;INFUSION;RUNICKINETIC;PAVEWARD;MASKANGRYGHOST;MASKSIPPINGFIEND;ARCANELAMP;ARMORFORTRESS;BELLOWS;HELMGOGGLES;RUNICARMOR;RUNICAUGMENTATION;LAMPFERTILITY;BONEBOW;ARCANESTONE;SINSTONE;ELEMENTALSWORD;PAVETRAVEL;JARBRAIN;ARCANEBORE;INFUSIONENCHANTMENT;GOLEMCLAY;UPGRADEWATER;HUNGRYCHEST;GOLEMTALLOW;GOLEMWOOD;GOLEMFLESH;UPGRADEEARTH;TINYDART;UPGRADEFIRE;UPGRADEENTROPY;COREUSE;TINYHAMMER;TRAVELTRUNK;TINYBOWTIE;GOLEMBELL;CORESORTING;GOLEMTHAUMIUM;TINYHAT;TINYFEZ;CORELUMBER;TINYGLASSES;TINYVISOR;UPGRADEAIR;COREFISHING;COREGATHER;COREHARVEST;COREBUTCHER;COREGUARD;ADVANCEDGOLEM;TINYARMOR;COREFILL;GOLEMFETTER;GOLEMSTRAW;COREALCHEMY;GOLEMSTONE;GOLEMIRON;CORELIQUID;COREEMPTY;UPGRADEORDER;TTENCH_VALIANCE;TTENCH_SHOCKWAVE;FOCUS_DEFLECT;GASEOUS_SHADOW;TTENCH_FOCUSED;FOCUS_FLIGHT;FOCUS_HEAL;FOCUS_TELEKINESIS;TTENCH_VAMPIRISM;CLEANSING_TALISMAN;SPELL_CLOTH;XP_TALISMAN;TTENCH_QUICK_DRAW;TTENCH_POUNCE;TTENCH_DESINTEGRATE;DARK_QUARTZ;SHARE_TOME;TTENCH_ASCENT_BOOST;TTENCH_DISPERSED;TTENCH_SLOW_FALL;TTENCH_SHATTER;FOCUS_DISLOCATION;TTENCH_TUNNEL;GASEOUS_LIGHT;TTENCH_FINAL;PERIPHERALS;INFUSED_POTIONS;GAS_REMOVER;TTENCH_AUTO_SMELT;FOCUS_SMELT;FOCUS_ENDER_CHEST,,0,0,2xTerra;1xIter;1xPerfodio;1xHerba,,,
TT_CATEGORY,Talisman of Remedium,CLEANSING_TALISMAN,DARK_QUARTZ,INFUSION,,0,0,2xSano;1xOrdo;1xVenenum,,,
TT_CATEGORY,Spellbinding Cloth,SPELL_CLOTH,,ENCHFABRIC,,0,0,2xPraecantatio;1xPannus,,,
