ItemStack Display Name,Item Unlocalized Name,Item Numerical ID,Meta,Aspect List
Block of Concrete,tile.railcraft.cube,1467,1,1xMetallum
Dirt,tile.dirt,3,32767,2xTerra
Podzol,tile.dirt,3,2,1xTerra;1xHerba
Vis Reader,tile.blockVisReader,904,0,1xPotentia;1xMachina;2xVitreus;1xAer;3xTerra;2xPraecantatio;2xSensus
Vishroom Soup,tile.blockFluidVishroom,943,32767,3xFames;1xHerba;1xTenebrae;2xPraecantatio;1xVenenum;1xAqua
Tesseract,tile.thermalexpansion.ender,2394,0,18xMetallum;3xInstrumentum;3xLucrum
Wild Bramble,tile.witchery:bramble,2277,1,1xTelum;1xAqua;1xHerba
Ender Bramble,tile.witchery:bramble,2277,0,2xOrdo;3xAlienis;1xAqua;1xHerba
Snow Stairs,tile.witchery:snowstairs,2319,0,1xGelum;1xAqua
Raw Chicken,item.chickenRaw,365,32767,3xCorpus;2xVictus;1xBestia
Carrot on a Stick,item.carrotOnAStick,398,32767,4xIter;1xArbor
Black Deviating Lily seed,item.projectred.exploration.lilyseed,7253,15,1xSensus
Red Deviating Lily seed,item.projectred.exploration.lilyseed,7253,14,1xSensus
Green Deviating Lily seed,item.projectred.exploration.lilyseed,7253,13,1xSensus
Brown Deviating Lily seed,item.projectred.exploration.lilyseed,7253,12,1xSensus
Blue Deviating Lily seed,item.projectred.exploration.lilyseed,7253,11,1xSensus
Purple Deviating Lily seed,item.projectred.exploration.lilyseed,7253,10,1xSensus
Cyan Deviating Lily seed,item.projectred.exploration.lilyseed,7253,9,1xSensus
Light Grey Deviating Lily seed,item.projectred.exploration.lilyseed,7253,8,1xSensus
Grey Deviating Lily seed,item.projectred.exploration.lilyseed,7253,7,1xSensus
Pink Deviating Lily seed,item.projectred.exploration.lilyseed,7253,6,1xSensus
Lime Deviating Lily seed,item.projectred.exploration.lilyseed,7253,5,1xSensus
Yellow Deviating Lily seed,item.projectred.exploration.lilyseed,7253,4,1xSensus
Light Blue Deviating Lily seed,item.projectred.exploration.lilyseed,7253,3,1xSensus
Magenta Deviating Lily seed,item.projectred.exploration.lilyseed,7253,2,1xSensus
Orange Deviating Lily seed,item.projectred.exploration.lilyseed,7253,1,1xSensus
White Deviating Lily seed,item.projectred.exploration.lilyseed,7253,0,1xSensus
Proven Grafter,item.for.grafterProven,5763,0,2xMetallum;1xArbor;4xInstrumentum;3xPermutatio
Certus Quartz Sword,item.appliedenergistics2.ToolCertusQuartzSword,4959,0,2xVitreus;1xArbor
Stellar Plate,item.stellar_chestplate,7614,8,
Stellar Plate,item.stellar_chestplate,7614,15,
Stellar Plate,item.stellar_chestplate,7614,14,
Stellar Plate,item.stellar_chestplate,7614,13,
Stellar Plate,item.stellar_chestplate,7614,12,
Stellar Plate,item.stellar_chestplate,7614,11,
Stellar Plate,item.stellar_chestplate,7614,10,
Stellar Plate,item.stellar_chestplate,7614,9,
Stellar Plate,item.stellar_chestplate,7614,32767,
Stellar Plate,item.stellar_chestplate,7614,7,
Stellar Plate,item.stellar_chestplate,7614,6,
Stellar Plate,item.stellar_chestplate,7614,5,
Stellar Plate,item.stellar_chestplate,7614,4,
Stellar Plate,item.stellar_chestplate,7614,3,
Stellar Plate,item.stellar_chestplate,7614,2,
Stellar Plate,item.stellar_chestplate,7614,1,
Stellar Plate,item.stellar_chestplate,7614,0,
Trollsteinn,tile.TrollSteinn,1536,32767,1xTerra;1xOrdo;1xVitreus
Liquifacted Coal Bucket,item.thermalfoundation.bucket,5502,6,8xMetallum;14xIgnis;2xPotentia;2xVacuos;2xAqua
Primal Mana Bucket,item.thermalfoundation.bucket,5502,5,8xMetallum;16xPraecantatio;8xPotentia;8xPerditio;2xAqua
Gelid Cryotheum Bucket,item.thermalfoundation.bucket,5502,4,8xMetallum;16xGelum;14xPotentia;2xPraecantatio;2xAqua
Blazing Pyrotheum Bucket,item.thermalfoundation.bucket,5502,3,8xMetallum;16xIgnis;14xPotentia;2xPraecantatio;2xAqua
Resonant Ender Bucket,item.thermalfoundation.bucket,5502,2,8xMetallum;14xAlienis;8xIter;4xIgnis;2xPraecantatio;2xAqua
Energized Glowstone Bucket,item.thermalfoundation.bucket,5502,1,8xMetallum;10xLux;8xSensus;4xIgnis;2xAqua
Destabilized Redstone Bucket,item.thermalfoundation.bucket,5502,0,8xMetallum;10xPotentia;8xMachina;4xIgnis;2xAqua
Book,item.book,340,32767,1xPannus;0xCognitio
Book,item.book,340,0,1xPannus;0xCognitio
Lava Diviner,item.witchery:divinerlava,7065,0,2xInstrumentum;2xSensus;2xIgnis;2xTerra;1xPraecantatio
Compass,item.compass,345,32767,12xMetallum;1xPotentia
Peacock Feather Fan,item.peacockFan,6125,32767,8xAer;6xMotus;10xVolatus
Pumpkin,tile.pumpkin,86,32767,2xMessis
Crimson Cult Greaves,item.ItemLeggingsCultistPlate,5161,32767,5xMetallum;1xAlienis
End Steel Chassis,item.itemMachinePart,6646,15,
End Steel Chassis,item.itemMachinePart,6646,14,
End Steel Chassis,item.itemMachinePart,6646,13,
End Steel Chassis,item.itemMachinePart,6646,12,
End Steel Chassis,item.itemMachinePart,6646,11,
End Steel Chassis,item.itemMachinePart,6646,10,
End Steel Chassis,item.itemMachinePart,6646,9,
End Steel Chassis,item.itemMachinePart,6646,8,
End Steel Chassis,item.itemMachinePart,6646,7,
End Steel Chassis,item.itemMachinePart,6646,6,
End Steel Chassis,item.itemMachinePart,6646,5,
End Steel Chassis,item.itemMachinePart,6646,4,
End Steel Chassis,item.itemMachinePart,6646,3,8xMetallum;4xLucrum;2xPotentia
Soul Machine Chassis,item.itemMachinePart,6646,2,3xTerra;3xVinculum;3xSpiritus;17xMetallum;10xLucrum;2xPotentia
Basic Gear,item.itemMachinePart,6646,1,3xArbor;3xTerra;3xPerditio
Machine Chassis,item.itemMachinePart,6646,0,23xMetallum;4xLucrum;2xPotentia
Silverwood Log,tile.blockMagicalLog,855,1,3xArbor;1xPraecantatio;1xOrdo
Greatwood Log,tile.blockMagicalLog,855,0,3xArbor;1xPraecantatio
Quarried Brick,tile.railcraft.brick.quarried,1483,32767,4xTerra;4xLux
Quarried Cobblestone,tile.railcraft.brick.quarried,1483,5,2xTerra;4xLux;2xPerditio
Etched Quarried Stone,tile.railcraft.brick.quarried,1483,4,2xTerra;4xLux;2xLucrum
Quarried Block,tile.railcraft.brick.quarried,1483,2,2xTerra;4xLux;2xOrdo
Nether Brick,tile.netherBrick,112,0,2xTerra;1xIgnis;2xInfernus
Hopper Cart,item.minecartHopper,408,32767,11xMetallum;2xVacuos;3xArbor
Sanguine Robes,item.sanguineRobe,7227,0,5xTutamen;5xPraecantatio
Nether Quartz Sword,item.appliedenergistics2.ToolNetherQuartzSword,4966,0,1xVitreus;1xPotentia;1xArbor
Oak Wood Slab,tile.woodSlab,126,32767,1xArbor
Ruby Slippers,item.witchery:rubyslippers,7097,0,2xPannus;2xBestia;3xTutamen;2xPraecantatio;3xAlienis
Combustion Generator,tile.blockCombustionGenerator,1876,0,6xPotentia;6xIgnis;51xMetallum;2xOrdo;2xSensus;3xLucrum;4xArbor;4xTerra;4xPerditio;1xMachina;3xMotus
Combustion Generator,tile.blockCombustionGenerator,1876,15,6xPotentia;6xIgnis;51xMetallum;2xOrdo;2xSensus;3xLucrum;4xArbor;4xTerra;4xPerditio;1xMachina;3xMotus
Combustion Generator,tile.blockCombustionGenerator,1876,14,6xPotentia;6xIgnis;51xMetallum;2xOrdo;2xSensus;3xLucrum;4xArbor;4xTerra;4xPerditio;1xMachina;3xMotus
Combustion Generator,tile.blockCombustionGenerator,1876,13,6xPotentia;6xIgnis;51xMetallum;2xOrdo;2xSensus;3xLucrum;4xArbor;4xTerra;4xPerditio;1xMachina;3xMotus
Combustion Generator,tile.blockCombustionGenerator,1876,12,6xPotentia;6xIgnis;51xMetallum;2xOrdo;2xSensus;3xLucrum;4xArbor;4xTerra;4xPerditio;1xMachina;3xMotus
Combustion Generator,tile.blockCombustionGenerator,1876,11,6xPotentia;6xIgnis;51xMetallum;2xOrdo;2xSensus;3xLucrum;4xArbor;4xTerra;4xPerditio;1xMachina;3xMotus
Combustion Generator,tile.blockCombustionGenerator,1876,10,6xPotentia;6xIgnis;51xMetallum;2xOrdo;2xSensus;3xLucrum;4xArbor;4xTerra;4xPerditio;1xMachina;3xMotus
Combustion Generator,tile.blockCombustionGenerator,1876,9,6xPotentia;6xIgnis;51xMetallum;2xOrdo;2xSensus;3xLucrum;4xArbor;4xTerra;4xPerditio;1xMachina;3xMotus
Combustion Generator,tile.blockCombustionGenerator,1876,8,6xPotentia;6xIgnis;51xMetallum;2xOrdo;2xSensus;3xLucrum;4xArbor;4xTerra;4xPerditio;1xMachina;3xMotus
Combustion Generator,tile.blockCombustionGenerator,1876,7,6xPotentia;6xIgnis;51xMetallum;2xOrdo;2xSensus;3xLucrum;4xArbor;4xTerra;4xPerditio;1xMachina;3xMotus
Combustion Generator,tile.blockCombustionGenerator,1876,6,6xPotentia;6xIgnis;51xMetallum;2xOrdo;2xSensus;3xLucrum;4xArbor;4xTerra;4xPerditio;1xMachina;3xMotus
Combustion Generator,tile.blockCombustionGenerator,1876,5,6xPotentia;6xIgnis;51xMetallum;2xOrdo;2xSensus;3xLucrum;4xArbor;4xTerra;4xPerditio;1xMachina;3xMotus
Combustion Generator,tile.blockCombustionGenerator,1876,4,6xPotentia;6xIgnis;51xMetallum;2xOrdo;2xSensus;3xLucrum;4xArbor;4xTerra;4xPerditio;1xMachina;3xMotus
Combustion Generator,tile.blockCombustionGenerator,1876,3,6xPotentia;6xIgnis;51xMetallum;2xOrdo;2xSensus;3xLucrum;4xArbor;4xTerra;4xPerditio;1xMachina;3xMotus
Combustion Generator,tile.blockCombustionGenerator,1876,2,6xPotentia;6xIgnis;51xMetallum;2xOrdo;2xSensus;3xLucrum;4xArbor;4xTerra;4xPerditio;1xMachina;3xMotus
Combustion Generator,tile.blockCombustionGenerator,1876,1,6xPotentia;6xIgnis;51xMetallum;2xOrdo;2xSensus;3xLucrum;4xArbor;4xTerra;4xPerditio;1xMachina;3xMotus
Combustion Generator,tile.blockCombustionGenerator,1876,32767,6xPotentia;6xIgnis;51xMetallum;2xOrdo;2xSensus;3xLucrum;4xArbor;4xTerra;4xPerditio;1xMachina;3xMotus
ME Wireless Access Point,tile.appliedenergistics2.BlockWireless,755,0,5xVitreus;6xPotentia;4xAlienis;4xIter;4xMetallum;6xCognitio
Nether Quartz Cutting Knife,item.appliedenergistics2.ToolNetherQuartzCuttingKnife,4968,0,1xArbor;4xMetallum;1xVitreus;1xPotentia
Bound Blade,item.energySword,5195,32767,5xAlienis;5xTelum;5xIra;1xVenenum
Bleached Bone Brick,tile.railcraft.brick.bleachedbone,1479,32767,4xTerra;4xMortuus
Bleached Bone Cobblestone,tile.railcraft.brick.bleachedbone,1479,5,2xTerra;4xMortuus;2xPerditio
Etched Bleached Bone Stone,tile.railcraft.brick.bleachedbone,1479,4,2xTerra;4xMortuus;2xLucrum
Bleached Bone Block,tile.railcraft.brick.bleachedbone,1479,2,2xTerra;4xMortuus;2xOrdo
Skullfire Sword,item.skullfire_sword,5458,32767,
Skullfire Sword,item.skullfire_sword,5458,0,1xTerminus;2xIgnis;16xVitreus;4xMortuus
Tin Oreberry,item.oreberry,6813,3,1xMetallum
Copper Oreberry,item.oreberry,6813,2,1xMetallum
Iron Oreberry,item.oreberry,6813,0,1xMetallum
Tin Gravel Ore,tile.tconstruct.gravelore,2101,3,3xMetallum;1xPerditio;1xVitreus
Copper Gravel Ore,tile.tconstruct.gravelore,2101,2,2xMetallum;1xTerra;1xPermutatio
Gold Gravel Ore,tile.tconstruct.gravelore,2101,1,1xTerra;2xMetallum;1xLucrum
Iron Gravel Ore,tile.tconstruct.gravelore,2101,0,1xTerra;3xMetallum
Admin Anchor Cart,item.railcraft.cart.anchor.admin,6045,0,4xAlienis;4xOrdo;2xPraecantatio;2xLucrum;2xMotus;2xIter
Seeds,item.seeds,295,32767,1xHerba
Invar Blend,item.thermalfoundation.material,5503,40,2xMetallum;1xPerditio
Electrum Blend,item.thermalfoundation.material,5503,39,2xMetallum;1xPerditio
Enderium Gear,item.thermalfoundation.material,5503,140,19xMetallum;5xAlienis;2xMachina
Lumium Gear,item.thermalfoundation.material,5503,139,19xMetallum;5xLux;2xMachina
Signalum Gear,item.thermalfoundation.material,5503,138,19xMetallum;5xPotentia;2xMachina
Bronze Gear,item.thermalfoundation.material,5503,137,19xMetallum;3xInstrumentum;2xMachina;2xFabrico
Invar Gear,item.thermalfoundation.material,5503,136,10xMetallum;2xMachina;2xTutamen
Electrum Gear,item.thermalfoundation.material,5503,135,10xMetallum;2xMachina;2xLucrum
Mana Infused Gear,item.thermalfoundation.material,5503,134,19xMetallum;5xPraecantatio;2xMachina
Shiny Gear,item.thermalfoundation.material,5503,133,19xMetallum;3xLucrum;2xMachina;2xVitreus
Ferrous Gear,item.thermalfoundation.material,5503,132,10xMetallum;2xMachina;2xPermutatio
Lead Gear,item.thermalfoundation.material,5503,131,19xMetallum;3xOrdo;2xMachina;2xTutamen
Silver Gear,item.thermalfoundation.material,5503,130,19xMetallum;3xLucrum;2xMachina;2xVitreus
Tin Gear,item.thermalfoundation.material,5503,129,19xMetallum;5xVitreus;2xMachina
Copper Gear,item.thermalfoundation.material,5503,128,19xMetallum;5xPermutatio;2xMachina
Cryotheum Dust,item.thermalfoundation.material,5503,513,1xAer;1xMetallum;4xPotentia;4xGelum;1xPraecantatio
Pyrotheum Dust,item.thermalfoundation.material,5503,512,5xPotentia;6xIgnis;1xPraecantatio
Enderium Nugget,item.thermalfoundation.material,5503,108,1xMetallum
Lumium Nugget,item.thermalfoundation.material,5503,107,1xMetallum
Signalum Nugget,item.thermalfoundation.material,5503,106,1xMetallum
Bronze Nugget,item.thermalfoundation.material,5503,105,1xMetallum
Invar Nugget,item.thermalfoundation.material,5503,104,1xMetallum
Electrum Nugget,item.thermalfoundation.material,5503,103,1xMetallum
Mana Infused Nugget,item.thermalfoundation.material,5503,102,1xMetallum
Shiny Nugget,item.thermalfoundation.material,5503,101,1xMetallum
Ferrous Nugget,item.thermalfoundation.material,5503,100,1xMetallum
Lead Nugget,item.thermalfoundation.material,5503,99,2xMetallum
Silver Nugget,item.thermalfoundation.material,5503,98,2xMetallum
Tin Nugget,item.thermalfoundation.material,5503,97,2xMetallum
Copper Nugget,item.thermalfoundation.material,5503,96,2xMetallum
Enderium Ingot,item.thermalfoundation.material,5503,76,3xMetallum;1xAlienis
Lumium Ingot,item.thermalfoundation.material,5503,75,3xMetallum;1xLux
Signalum Ingot,item.thermalfoundation.material,5503,74,3xMetallum;1xPotentia
Bronze Ingot,item.thermalfoundation.material,5503,73,6xMetallum;1xInstrumentum;1xFabrico
Invar Ingot,item.thermalfoundation.material,5503,72,3xMetallum;1xTutamen
Electrum Ingot,item.thermalfoundation.material,5503,71,3xMetallum;1xLucrum
Mana Infused Ingot,item.thermalfoundation.material,5503,70,3xMetallum;1xPraecantatio
Shiny Ingot,item.thermalfoundation.material,5503,69,3xMetallum;1xLucrum
Ferrous Ingot,item.thermalfoundation.material,5503,68,3xMetallum;1xVacuos
Lead Ingot,item.thermalfoundation.material,5503,67,6xMetallum;1xOrdo;1xTutamen
Silver Ingot,item.thermalfoundation.material,5503,66,6xMetallum;2xLucrum
Tin Ingot,item.thermalfoundation.material,5503,65,6xMetallum;1xVitreus;1xLucrum
Copper Ingot,item.thermalfoundation.material,5503,64,6xMetallum;1xPermutatio;1xVacuos
Enderium Blend,item.thermalfoundation.material,5503,44,3xMetallum;1xPerditio
Lumium Blend,item.thermalfoundation.material,5503,43,2xMetallum;1xPerditio
Signalum Blend,item.thermalfoundation.material,5503,42,2xMetallum;1xPerditio
Bronze Blend,item.thermalfoundation.material,5503,41,3xMetallum;2xPerditio;1xInstrumentum
Blizz Powder,item.thermalfoundation.material,5503,1025,2xGelum;1xPraecantatio
Blizz Rod,item.thermalfoundation.material,5503,1024,4xGelum;2xPraecantatio
Pulverized Mana Infused Metal,item.thermalfoundation.material,5503,38,5xMetallum;1xPerditio
Pulverized Shiny Metal,item.thermalfoundation.material,5503,37,5xMetallum;1xPerditio
Pulverized Ferrous Metal,item.thermalfoundation.material,5503,36,1xMetallum;1xPerditio
Pulverized Lead,item.thermalfoundation.material,5503,35,3xMetallum;2xPerditio;1xOrdo
Pulverized Silver,item.thermalfoundation.material,5503,34,3xMetallum;2xPerditio;1xLucrum
Pulverized Tin,item.thermalfoundation.material,5503,33,3xMetallum;2xPerditio;1xVitreus
Pulverized Copper,item.thermalfoundation.material,5503,32,3xMetallum;2xPerditio;1xPermutatio
Cinnabar,item.thermalfoundation.material,5503,20,2xTerra;1xPermutatio;1xVenenum
Niter,item.thermalfoundation.material,5503,17,5xAer;4xMetallum;1xTerra
Sulfur,item.thermalfoundation.material,5503,16,1xSensus;3xIgnis;1xTerra
Iron Gear,item.thermalfoundation.material,5503,12,15xMetallum
Iron Nugget,item.thermalfoundation.material,5503,8,1xMetallum
Pulverized Obsidian,item.thermalfoundation.material,5503,4,2xIgnis;1xTenebrae;1xPerditio
Pulverized Charcoal,item.thermalfoundation.material,5503,3,1xSensus
Pulverized Coal,item.thermalfoundation.material,5503,2,3xPotentia;4xIgnis;1xPerditio
Pulverized Gold,item.thermalfoundation.material,5503,1,2xMetallum;1xPerditio;1xLucrum
Pulverized Iron,item.thermalfoundation.material,5503,0,3xMetallum;1xPerditio
Charm of Life I,item.charmOfLife1,6127,32767,2xVictus;2xSano;4xLucrum
Transformation Powder,item.transformPowder,6115,32767,8xPraecantatio;4xPermutatio
Blaze Powder,item.blazePowder,377,32767,1xIgnis
Painted Carpet,tile.blockPaintedCarpet,1892,15,
Painted Carpet,tile.blockPaintedCarpet,1892,14,
Painted Carpet,tile.blockPaintedCarpet,1892,13,
Painted Carpet,tile.blockPaintedCarpet,1892,12,
Painted Carpet,tile.blockPaintedCarpet,1892,11,
Painted Carpet,tile.blockPaintedCarpet,1892,10,
Painted Carpet,tile.blockPaintedCarpet,1892,9,
Painted Carpet,tile.blockPaintedCarpet,1892,8,
Painted Carpet,tile.blockPaintedCarpet,1892,7,
Painted Carpet,tile.blockPaintedCarpet,1892,6,
Painted Carpet,tile.blockPaintedCarpet,1892,5,
Painted Carpet,tile.blockPaintedCarpet,1892,4,
Painted Carpet,tile.blockPaintedCarpet,1892,3,
Painted Carpet,tile.blockPaintedCarpet,1892,2,
Painted Carpet,tile.blockPaintedCarpet,1892,1,
Painted Carpet,tile.blockPaintedCarpet,1892,0,
Warpwood Planks,tile.BlockWarpwoodPlanks,2233,0,1xArbor
Daylight Sensor,tile.daylightDetector,151,32767,2xSensus;3xLux;3xMachina;4xVitreus;2xPotentia;2xArbor
Critter Snare,tile.witchery:crittersnare,2283,0,1xAqua;1xHerba;2xVinculum
Ender Pearl,item.enderPearl,368,32767,4xAlienis;2xPraecantatio;4xIter
Infernal Brick,tile.railcraft.brick.infernal,1482,32767,4xTerra;2xIgnis;2xSpiritus
Infernal Cobblestone,tile.railcraft.brick.infernal,1482,5,2xTerra;2xIgnis;2xSpiritus;2xPerditio
Etched Infernal Stone,tile.railcraft.brick.infernal,1482,4,2xTerra;2xIgnis;2xSpiritus;2xLucrum
Infernal Block,tile.railcraft.brick.infernal,1482,2,2xTerra;2xIgnis;2xSpiritus;2xOrdo
Flint,item.flint,318,32767,1xTerra;1xInstrumentum
Arctic Fur,item.arcticFur,6156,32767,3xGelum;3xBestia
Endergised Capacitor,item.itemBasicCapacitor,6645,15,
Endergised Capacitor,item.itemBasicCapacitor,6645,14,
Endergised Capacitor,item.itemBasicCapacitor,6645,13,
Endergised Capacitor,item.itemBasicCapacitor,6645,12,
Endergised Capacitor,item.itemBasicCapacitor,6645,11,
Endergised Capacitor,item.itemBasicCapacitor,6645,10,
Endergised Capacitor,item.itemBasicCapacitor,6645,9,24xMetallum;6xLucrum;9xPotentia;1xMachina;1xIgnis;2xSensus;7xLux
Endergetic Capacitor,item.itemBasicCapacitor,6645,8,16xMetallum;4xLucrum;6xPotentia;1xMachina;1xIgnis
Silver Capacitor,item.itemBasicCapacitor,6645,7,11xMetallum;3xLucrum;3xPotentia;1xMachina
Totemic Capacitor,item.itemBasicCapacitor,6645,6,
Stellar Capacitor,item.itemBasicCapacitor,6645,5,19xAlienis;9xPraecantatio;19xIter;15xSensus;49xLux;54xPotentia;19xMachina;64xMetallum;64xLucrum;1xIgnis
Melodic Capacitor,item.itemBasicCapacitor,6645,4,13xAlienis;6xPraecantatio;13xIter;10xSensus;33xLux;36xPotentia;13xMachina;64xMetallum;46xLucrum;1xIgnis
Crystalline Capacitor,item.itemBasicCapacitor,6645,3,9xAlienis;4xPraecantatio;9xIter;7xSensus;22xLux;24xPotentia;9xMachina;54xMetallum;31xLucrum;1xIgnis
Octadic Capacitor,item.itemBasicCapacitor,6645,2,6xAlienis;3xPraecantatio;6xIter;5xSensus;15xLux;16xPotentia;6xMachina;36xMetallum;21xLucrum;1xIgnis
Double-Layer Capacitor,item.itemBasicCapacitor,6645,1,1xSensus;3xLux;9xPotentia;3xMachina;21xMetallum;12xLucrum;1xIgnis
Basic Capacitor,item.itemBasicCapacitor,6645,0,11xMetallum;6xLucrum;3xPotentia;1xMachina
Mixed Crystal Cluster,tile.blockCrystal,862,6,4xPraecantatio;1xAer;4xVitreus;1xIgnis;1xAqua;1xTerra;1xOrdo;1xPerditio
Blank Pattern,item.tconstruct.Pattern,6815,0,
The Ender,item.darkSteel_sword,6669,8,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
The Ender,item.darkSteel_sword,6669,15,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
The Ender,item.darkSteel_sword,6669,14,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
The Ender,item.darkSteel_sword,6669,13,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
The Ender,item.darkSteel_sword,6669,12,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
The Ender,item.darkSteel_sword,6669,11,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
The Ender,item.darkSteel_sword,6669,10,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
The Ender,item.darkSteel_sword,6669,9,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
The Ender,item.darkSteel_sword,6669,32767,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
The Ender,item.darkSteel_sword,6669,7,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
The Ender,item.darkSteel_sword,6669,6,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
The Ender,item.darkSteel_sword,6669,5,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
The Ender,item.darkSteel_sword,6669,4,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
The Ender,item.darkSteel_sword,6669,3,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
The Ender,item.darkSteel_sword,6669,2,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
The Ender,item.darkSteel_sword,6669,1,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
The Ender,item.darkSteel_sword,6669,0,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
Eden Slab,tile.edenSlab,602,0,1xArbor
tile.TFSapling.32767.name,tile.TFSapling,1514,32767,4xHerba;2xArbor
Dream Weaver,tile.witchery:dreamcatcher,2339,0,1xAer;1xSensus;2xSpiritus;1xTenebrae;2xPotentia
Stone Monster Egg,tile.monsterStoneEgg,97,32767,2xTerra;1xBestia;1xVinculum
Witches Hand,item.witchery:witchhand,7061,0,1xInstrumentum;1xCorpus;2xPraecantatio
tile.for.saplingGE.32767.name,tile.for.saplingGE,1391,32767,1xArbor;2xHerba
Hootch,tile.fluid.hootch,1929,0,
Hootch,tile.fluid.hootch,1929,15,
Hootch,tile.fluid.hootch,1929,14,
Hootch,tile.fluid.hootch,1929,13,
Hootch,tile.fluid.hootch,1929,12,
Hootch,tile.fluid.hootch,1929,11,
Hootch,tile.fluid.hootch,1929,10,
Hootch,tile.fluid.hootch,1929,9,
Hootch,tile.fluid.hootch,1929,8,
Hootch,tile.fluid.hootch,1929,7,
Hootch,tile.fluid.hootch,1929,6,
Hootch,tile.fluid.hootch,1929,5,
Hootch,tile.fluid.hootch,1929,4,
Hootch,tile.fluid.hootch,1929,3,
Hootch,tile.fluid.hootch,1929,2,
Hootch,tile.fluid.hootch,1929,1,
Hootch,tile.fluid.hootch,1929,32767,
Rowan Sapling,tile.witchery:witchsapling,2273,32767,1xArbor;2xHerba
Hawthorn Sapling,tile.witchery:witchsapling,2273,2,2xHerba;1xOrdo
Alder Sapling,tile.witchery:witchsapling,2273,1,2xHerba;1xPerditio
Rowan Sapling,tile.witchery:witchsapling,2273,0,2xHerba;1xPraecantatio
Nether Quartz,item.netherquartz,406,0,1xVitreus;1xPotentia
Mushroom,tile.mushroom,99,32767,2xHerba;1xTenebrae;1xTerra
Enderium Block,tile.thermalfoundation.storage,1337,12,11xMetallum;5xAlienis
Lumium Block,tile.thermalfoundation.storage,1337,11,11xMetallum;5xLux
Signalum Block,tile.thermalfoundation.storage,1337,10,11xMetallum;5xPotentia
Bronze Block,tile.thermalfoundation.storage,1337,9,31xMetallum;6xInstrumentum;5xFabrico
Invar Block,tile.thermalfoundation.storage,1337,8,11xMetallum;5xTutamen
Electrum Block,tile.thermalfoundation.storage,1337,7,11xMetallum;5xLucrum
Mana Infused Block,tile.thermalfoundation.storage,1337,6,11xMetallum;5xPraecantatio
Shiny Block,tile.thermalfoundation.storage,1337,5,11xMetallum;5xLucrum
Ferrous Block,tile.thermalfoundation.storage,1337,4,11xMetallum;5xVacuos
Lead Block,tile.thermalfoundation.storage,1337,3,31xMetallum;6xOrdo;5xTutamen
Silver Block,tile.thermalfoundation.storage,1337,2,31xMetallum;11xLucrum
Tin Block,tile.thermalfoundation.storage,1337,1,31xMetallum;6xVitreus;5xLucrum
Copper Block,tile.thermalfoundation.storage,1337,0,31xMetallum;6xPermutatio;5xVacuos
Larch Wood Slab,tile.for.slabs,1381,32767,1xArbor
Certus Quartz Shovel,item.appliedenergistics2.ToolCertusQuartzSpade,4957,0,2xVitreus;1xArbor
Uranium Ingot,item.itemQuantumCore,7517,11,2xMetallum;2xVenenum;2xPotentia
Cracked Firestone,item.railcraft.firestone.cracked,6059,0,6xIgnis;2xVitreus;4xPerditio
Bark Belt,item.witchery:barkbelt,7095,0,3xPannus;2xBestia;6xTutamen;2xPraecantatio;4xArbor
Emerald,item.emerald,388,0,4xVitreus;5xLucrum
Yeta Wrench,item.itemYetaWrench,6657,8,4xPotentia;6xIgnis;9xMetallum;2xOrdo;2xSensus;2xArbor;2xTerra;2xPerditio
Yeta Wrench,item.itemYetaWrench,6657,15,4xPotentia;6xIgnis;9xMetallum;2xOrdo;2xSensus;2xArbor;2xTerra;2xPerditio
Yeta Wrench,item.itemYetaWrench,6657,14,4xPotentia;6xIgnis;9xMetallum;2xOrdo;2xSensus;2xArbor;2xTerra;2xPerditio
Yeta Wrench,item.itemYetaWrench,6657,13,4xPotentia;6xIgnis;9xMetallum;2xOrdo;2xSensus;2xArbor;2xTerra;2xPerditio
Yeta Wrench,item.itemYetaWrench,6657,12,4xPotentia;6xIgnis;9xMetallum;2xOrdo;2xSensus;2xArbor;2xTerra;2xPerditio
Yeta Wrench,item.itemYetaWrench,6657,11,4xPotentia;6xIgnis;9xMetallum;2xOrdo;2xSensus;2xArbor;2xTerra;2xPerditio
